SpecificConductivity,SampleID,Ablabesmyia,Acentrella,Acerpenna,Acroneuria,Agapetus,Allocapnia,Alloperla,Ameletus,Amphinemura,Anopheles,Antocha,Asellus,Atherix,Atrichopogon,Baetis,Baetisca,Bezzia,Boyeria,Brachypremna,Brillia,Caecidotea,Caenis,Cambarus,Cardiocladius,Centroptilum,Ceratopsyche,Chaetocladius,Chelifera,Cheumatopsyche,Chimarra,Chrysops,Cinygmula,Cladotanytarsus,Clinocera,Clioperla,Conchapelopia,Cordulegaster,Corydalus,Corynoneura,Crangonyx,Cricotopus,Cryptochironomus,Cultus,Dasyhelea,Demicryptochironomus,Diamesa,Dicranota,Dicrotendipes,Diphetor,Diplectrona,Diplocladius,Diploperla,Dixa,Dolophilodes,Drunella,Dubiraphia,Eccoptura,Ectopria,Epeorus,Ephemera,Ephemerella,Eukiefferiella,Eurylophella,Gammarus,Glossosoma,Goera,Haploperla,Heleniella,Helichus,Hemerodromia,Heptagenia,Hexatoma,Hydroporus,Hydropsyche,Hydroptila,Isonychia,Isoperla,Krenopelopia,Krenosmittia,Lanthus,Larsia,Lepidostoma,Leptophlebia,Leucrocuta,Leuctra,Limnophila,Limnophyes,Limonia,Lirceus,Lype,Maccaffertium,Macronychus,Malirekus,Microcylloepus,Micropsectra,Microtendipes,Microvelia,Molophilus,Natarsia,Neophylax,Neureclipsis,Nigronia,Nilotanypus,Nixe,Ochrotrichia,Optioservus,Orconectes,Ormosia,Orthocladius,Oulimnius,Pagastia,Paracapnia,Parachaetocladius,Paracladopelma,Paragnetina,Parakiefferiella,Paraleptophlebia,Parametriocnemus,Paraphaenocladius,Paratanytarsus,Peltoperla,Perlesta,Phaenopsectra,Physella,Pisidium,Platysmittia,Plauditus,Polycentropus,Polypedilum,Potthastia,Procladius,Procloeon,Promoresia,Prosimulium,Prostoia,Psephenus,Pseudochironomus,Pseudolimnophila,Pseudorthocladius,Psilometriocnemus,Psychomyia,Pteronarcys,Pycnopsyche,Remenus,Rhagovelia,Rheocricotopus,Rheopelopia,Rheotanytarsus,Rhyacophila,Serratella,Sialis,Simulium,Stempellina,Stempellinella,Stenacron,Stenelmis,Stenonema,Strophopteryx,Stylogomphus,Sublettea,Sweltsa,Tabanus,Taeniopteryx,Tallaperla,Tanytarsus,Thienemanniella,Thienemannimyia,Timpanoga,Tipula,Tribelos,Tvetenia,Utaperla,Wormaldia,Yugus,Zavrelia,Zavrelimyia
129,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007905138,0,0,0,0,0,0,0.035573123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003952569,0,0,0,0,0,0,0,0,0,0.007905138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003952569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003952569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007905138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019762846,0,0,0,0,0,0,0,0,0,0
132,3349,0,0.162679426,0,0,0,0,0,0,0.162679426,0,0,0,0,0,0.019138756,0,0,0,0,0,0.009569378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004784689,0,0,0,0,0,0,0.004784689,0,0,0,0,0,0.038277512,0,0,0.004784689,0.009569378,0,0,0.04784689,0,0.062200957,0,0,0,0,0,0.014354067,0,0,0,0.181818182,0,0,0,0,0.009569378,0.052631579,0,0,0,0,0,0,0,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023923445,0.014354067,0,0,0,0,0,0,0,0,0.081339713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009569378,0,0,0,0,0,0,0,0.004784689,0,0,0,0,0,0,0,0,0.004784689,0.004784689,0,0.004784689,0,0,0,0,0,0,0
214,3350,0,0,0,0,0,0,0,0,0.009615385,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014423077,0,0,0,0.004807692,0,0,0,0,0,0,0,0.014423077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033653846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004807692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110576923,0,0,0,0.067307692,0,0,0,0,0.144230769,0,0.014423077,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0.004807692,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0.134615385,0.019230769,0.004807692,0,0,0,0,0,0,0,0,0.004807692
243,3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004587156,0.004587156,0,0,0,0,0,0.041284404,0,0,0,0,0,0,0,0,0,0,0,0.04587156,0.02293578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174312,0.013761468,0,0,0.013761468,0,0,0,0.009174312,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02293578,0,0,0,0,0,0,0,0,0,0,0.02293578,0,0,0,0.169724771,0,0,0,0,0,0,0,0,0,0.04587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02293578,0,0,0.009174312,0,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0.137614679,0,0.28440367,0,0,0,0,0,0,0,0,0
165,3352,0,0,0,0,0,0,0,0.004672897,0.037383178,0,0,0,0,0,0.070093458,0,0,0,0,0,0,0.004672897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014018692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004672897,0,0,0,0.042056075,0,0,0,0,0.014018692,0.004672897,0,0,0,0.004672897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042056075,0,0.004672897,0,0,0.514018692,0,0.004672897,0,0,0.014018692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004672897,0,0.009345794,0,0,0,0.004672897,0,0,0,0,0,0,0,0,0.009345794,0.004672897,0,0,0,0,0,0,0,0,0,0
117,3353,0,0.019900498,0,0,0,0,0,0.004975124,0.094527363,0,0,0,0,0,0.034825871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074626866,0,0,0,0,0,0.004975124,0,0,0,0,0,0,0.034825871,0,0.333333333,0,0.009950249,0,0,0,0.019900498,0,0.009950249,0.004975124,0.044776119,0,0,0,0,0,0.009950249,0,0,0,0,0,0,0,0.059701493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029850746,0,0,0,0,0,0,0.004975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024875622,0,0.004975124,0,0,0,0,0,0,0
69,3355,0,0,0,0,0,0,0,0.004878049,0.019512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014634146,0,0,0.048780488,0.004878049,0.004878049,0,0,0,0.034146341,0,0.004878049,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0.004878049,0.024390244,0.063414634,0,0,0,0,0,0.004878049,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0.024390244,0,0,0.004878049,0,0,0,0,0,0.043902439,0,0.058536585,0,0,0,0,0,0,0,0,0
68.8,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005586592,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005586592,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005586592,0,0,0.005586592,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0.055865922,0.016759777,0,0,0,0,0.005586592,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005586592,0,0.005586592,0.005586592,0,0.005586592,0,0,0,0,0,0.055865922,0.005586592,0.044692737,0,0.022346369,0,0.016759777,0,0,0,0,0
104.3,3357,0,0.005181347,0,0,0,0,0,0.005181347,0.020725389,0,0,0,0,0,0,0.07253886,0,0,0,0,0,0.196891192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005181347,0,0.005181347,0,0,0,0,0.020725389,0,0,0,0,0,0,0,0.005181347,0.005181347,0,0,0,0,0,0.025906736,0,0.025906736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0.005181347,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020725389,0,0,0,0,0,0,0,0,0.041450777,0,0.015544041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0,0,0.025906736,0,0.03626943,0,0,0,0,0,0,0,0,0.005181347
151,3358,0,0.00462963,0,0,0,0,0,0,0.013888889,0,0,0,0,0,0.00462963,0,0,0,0,0,0,0,0.00462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259259,0,0,0,0.00462963,0,0,0,0,0,0,0,0.023148148,0,0,0,0,0,0,0,0,0.078703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462963,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0,0.00462963,0.041666667,0,0.009259259,0,0.00462963,0,0,0,0,0
78,3359,0,0.081632653,0,0.005102041,0,0,0,0,0.091836735,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0.005102041,0,0,0,0,0,0.010204082,0,0,0.030612245,0,0.005102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0.005102041,0,0,0,0.035714286,0,0,0,0,0,0,0.183673469,0,0.035714286,0,0,0,0.035714286,0,0.005102041,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0,0,0.066326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015306122,0,0,0,0,0,0,0.010204082,0.091836735,0,0,0,0,0,0,0,0,0,0.005102041,0.066326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030612245,0,0.015306122,0,0,0,0,0,0,0,0,0,0,0.015306122,0,0.030612245,0,0.005102041,0,0.005102041,0,0,0,0,0
64.3,3360,0,0.087155963,0,0,0,0,0,0.004587156,0.119266055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174312,0,0,0.105504587,0,0.004587156,0,0,0,0,0,0,0,0,0,0,0.004587156,0,0,0,0.009174312,0.027522936,0,0,0,0,0.032110092,0,0,0,0.009174312,0,0.137614679,0,0.013761468,0,0,0,0.036697248,0,0,0,0,0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,0.036697248,0,0,0,0,0,0,0,0,0,0.041284404,0.013761468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004587156,0.009174312,0.087155963,0,0,0,0,0,0,0,0,0,0,0.036697248,0,0,0,0,0,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027522936,0,0.027522936,0,0,0,0,0,0,0.004587156,0,0,0,0.009174312,0,0.02293578,0,0,0,0,0,0,0,0,0
72.3,3361,0,0.146919431,0,0.004739336,0,0,0,0,0.104265403,0,0.004739336,0,0,0,0.014218009,0,0,0,0,0,0,0,0.014218009,0,0,0,0,0,0.023696682,0,0,0,0,0.018957346,0,0,0,0,0,0,0,0,0,0.014218009,0,0.023696682,0,0,0,0,0,0.004739336,0,0,0,0,0.014218009,0,0,0.009478673,0.085308057,0,0.023696682,0,0,0,0.009478673,0,0,0,0,0,0,0,0,0,0.004739336,0,0,0,0,0,0,0,0.151658768,0,0,0,0,0,0,0,0,0,0,0.004739336,0,0,0,0,0,0,0,0,0,0.009478673,0,0,0,0,0,0,0,0,0,0,0,0.052132701,0,0,0,0,0,0,0,0,0.004739336,0.009478673,0.004739336,0,0,0,0,0,0,0.004739336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009478673,0,0.004739336,0,0.004739336,0,0,0,0.018957346,0.004739336,0,0,0,0.014218009,0,0.042654028,0,0,0,0,0,0,0,0,0.009478673
55.8,3363,0,0.073170732,0,0.004878049,0,0,0,0,0.082926829,0,0.004878049,0,0,0,0.014634146,0,0,0,0,0,0,0,0.019512195,0,0,0,0,0,0,0,0,0.053658537,0,0.004878049,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0.009756098,0,0,0,0,0.004878049,0,0,0.014634146,0,0,0.170731707,0,0.009756098,0,0,0,0.004878049,0,0,0.004878049,0,0.024390244,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0.243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019512195,0,0,0,0,0,0,0,0,0,0,0,0.019512195,0,0,0,0,0,0,0,0,0.004878049,0.009756098,0.014634146,0,0,0,0,0,0,0,0,0.009756098,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0.004878049,0,0.009756098,0,0,0.004878049,0,0,0,0,0,0,0,0.019512195,0,0.014634146,0,0.009756098,0,0,0,0,0,0,0.004878049
57.5,3364,0,0.066350711,0,0,0,0,0,0,0.085308057,0,0,0,0,0,0.023696682,0,0,0,0,0,0,0,0.004739336,0,0,0,0,0,0.004739336,0,0,0.066350711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336,0,0.004739336,0,0.004739336,0.023696682,0,0.004739336,0,0,0,0.336492891,0.004739336,0,0,0,0,0.009478673,0,0,0,0,0,0,0,0,0,0.033175355,0,0,0,0,0,0,0,0.09478673,0,0,0,0,0,0,0,0,0,0,0.004739336,0,0,0,0,0,0,0,0,0,0.014218009,0,0,0,0,0,0,0,0,0,0,0.004739336,0.004739336,0,0,0,0.004739336,0,0,0,0,0.004739336,0.004739336,0.009478673,0.004739336,0,0,0,0,0,0,0,0.004739336,0,0,0,0,0,0.009478673,0,0,0,0,0.014218009,0,0,0.004739336,0,0.004739336,0,0,0.009478673,0,0,0,0,0,0,0,0.004739336,0,0.085308057,0,0.004739336,0,0,0,0,0,0,0
177,3366,0,0.004926108,0,0,0,0,0,0,0.009852217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004926108,0,0,0,0,0.162561576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019704433,0,0,0,0,0,0,0,0,0,0,0.019704433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004926108,0,0,0,0,0,0,0
159,3368,0.005291005,0,0,0,0,0,0,0,0.015873016,0,0,0,0,0,0,0,0,0.005291005,0,0,0,0.021164021,0,0.005291005,0,0,0,0,0.010582011,0,0,0,0,0,0,0,0,0,0,0,0.005291005,0,0,0,0,0.005291005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010582011,0,0,0,0.005291005,0,0.015873016,0.005291005,0,0,0,0,0,0,0.153439153,0.031746032,0,0,0,0.169312169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052910053,0,0,0,0,0.005291005,0,0,0.015873016,0,0.010582011,0,0.026455026,0.005291005,0,0,0,0,0,0,0,0,0,0,0.005291005,0,0,0,0,0,0,0,0,0,0,0.005291005,0,0,0,0.010582011,0.010582011,0,0,0,0.005291005,0,0.047619048,0,0.021164021,0,0.005291005,0,0,0,0,0,0,0,0,0
166,3370,0,0.051020408,0,0,0,0,0,0,0.015306122,0,0,0,0,0,0.066326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163265306,0.005102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040816327,0,0,0,0,0,0,0,0,0.015306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076530612,0,0,0,0,0,0,0,0,0,0,0,0.275510204,0,0,0,0.015306122,0,0,0,0,0.010204082,0,0.066326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081632653,0,0,0,0,0,0.040816327,0,0,0,0,0.005102041,0,0,0,0,0,0,0,0.010204082,0,0,0,0,0,0.005102041,0,0,0,0,0
116,3371,0,0.073170732,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0.043902439,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0.073170732,0.004878049,0,0,0,0,0,0,0,0,0,0,0.068292683,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151219512,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004878049,0,0,0,0.195121951,0,0,0,0,0,0,0,0,0,0,0,0.117073171,0,0,0,0.009756098,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009756098,0,0,0,0,0,0.029268293,0,0.004878049,0,0.009756098,0.024390244,0,0,0.004878049,0,0,0,0,0,0.004878049,0.024390244,0.004878049,0,0,0.043902439,0,0,0,0,0
111,3372,0,0.044117647,0,0,0,0,0,0,0,0,0,0,0,0,0.024509804,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0.18627451,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0,0.034313725,0,0,0,0,0,0,0,0,0.024509804,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0,0,0,0.088235294,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0.004901961,0,0,0,0,0,0,0.303921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0,0,0,0.004901961,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0,0,0.009803922,0.009803922,0,0,0,0,0,0,0,0
130,3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014760148,0,0,0.003690037,0,0,0,0.022140221,0,0,0,0,0,0,0.505535055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690037,0.018450185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690037,0,0,0.003690037,0,0,0,0,0.022140221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025830258,0,0,0,0,0,0,0,0,0,0,0.003690037,0.055350554,0,0,0,0,0,0,0,0,0,0,0.177121771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018450185,0,0,0,0.007380074,0,0,0,0.007380074,0,0,0.007380074,0,0,0,0,0,0.018450185,0.018450185,0.055350554,0,0,0,0,0,0,0,0,0
140,3374,0,0.120772947,0,0,0,0,0,0.014492754,0.014492754,0,0,0,0,0,0.019323671,0,0,0,0,0,0,0.009661836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019323671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004830918,0,0,0,0.004830918,0,0,0,0,0,0,0,0,0.004830918,0,0,0,0.004830918,0.004830918,0,0,0,0.019323671,0,0,0.154589372,0.009661836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492754,0,0,0,0,0.019323671,0,0,0,0,0,0,0.004830918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019323671,0.019323671,0,0,0,0,0,0,0,0,0.014492754,0.004830918,0,0,0,0.004830918,0,0,0,0,0.004830918
116,3375,0,0.1352657,0,0,0,0,0,0.004830918,0.043478261,0,0,0,0,0,0.004830918,0,0,0,0,0,0,0,0.009661836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028985507,0,0,0,0,0,0.024154589,0,0,0,0,0,0,0.004830918,0,0,0.004830918,0.009661836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057971014,0,0,0,0,0,0,0.251207729,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024154589,0.009661836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004830918,0,0,0,0,0,0,0.004830918,0,0,0,0,0,0,0,0,0,0.009661836,0.009661836,0,0.004830918,0,0,0,0,0,0,0
182,3378,0,0.004255319,0,0,0,0,0,0,0.012765957,0,0,0,0,0,0.046808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025531915,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0.012765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004255319,0,0.025531915,0,0,0,0.008510638,0,0,0.042553191,0.038297872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038297872,0.174468085,0,0,0,0.017021277,0,0,0,0,0,0,0.038297872,0.017021277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004255319,0,0,0,0,0,0,0,0,0,0.055319149,0.004255319,0,0,0,0,0,0,0,0,0,0.012765957,0,0.004255319,0,0,0,0,0,0,0.017021277
968,3379,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
235,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0.004807692,0,0.033653846,0.004807692,0,0,0,0,0,0.163461538,0,0,0,0.033653846,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004807692,0,0,0,0.004807692,0,0,0,0,0,0,0,0,0.004807692,0,0,0,0,0,0,0,0,0.014423077,0,0,0.024038462,0.004807692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072115385,0,0.004807692,0,0.009615385,0,0,0,0,0.033653846,0,0.043269231,0.019230769,0,0.004807692,0,0,0,0,0,0.004807692,0,0,0,0,0,0,0,0.043269231,0,0,0,0,0.004807692,0.014423077,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0.028846154,0.024038462,0.024038462,0,0,0,0,0,0,0,0,0.009615385
126,3381,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752688,0,0,0,0,0,0,0,0.010752688,0,0,0,0,0,0,0.005376344,0.086021505,0,0,0,0.005376344,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0,0.005376344,0.064516129,0,0,0,0.080645161,0,0,0,0,0.096774194,0,0.279569892,0.005376344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102150538,0,0,0,0,0,0,0,0.005376344,0,0.010752688,0.016129032,0,0,0,0.005376344,0,0,0,0,0,0.02688172,0,0,0.005376344,0,0,0,0,0,0
75.4,3382,0,0,0,0,0,0,0,0,0.051886792,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0.009433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009433962,0,0,0,0.004716981,0,0.018867925,0,0,0,0,0,0,0,0.023584906,0,0,0,0,0,0.023584906,0,0,0,0,0,0,0,0,0,0,0.009433962,0,0,0,0.264150943,0.014150943,0,0,0,0,0,0,0,0.099056604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014150943,0,0,0,0,0,0,0,0,0,0,0.018867925,0.089622642,0,0,0,0.033018868,0,0,0,0,0.018867925,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009433962,0,0.061320755,0,0,0,0,0,0.033018868,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0.094339623,0,0.004716981,0,0,0,0,0,0,0
